,LotFrontage,LotArea,LotShape,LotConfig,Neighborhood,Condition1,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtHeight,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtUnfSF,TotalBsmtSF,HeatingQC,1stFlrSF,2ndFlrSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Fireplaces,FireplaceQu,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,Fence,MoSold,YrSold,SalePrice
754,61.0,7930,Reg,Inside,NAmes,Norm,1Story,6,8,1969,2005,Plywood,Plywood,None,0.0,TA,TA,CBlock,TA,No,GLQ,439,115,1026,Gd,1026,0,1026,1,0,1,0,3,1,Gd,5,0,NF,Detchd,1969.0,RFn,2,440,TA,Y,171,48,NF,7,2009,156000
756,68.0,10769,IR1,Inside,CollgCr,Norm,2Story,8,5,2007,2007,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,Av,GLQ,20,846,866,Ex,866,902,1768,0,0,2,1,3,1,Gd,7,0,NF,Attchd,2007.0,RFn,2,578,TA,Y,144,105,NF,4,2009,212000
757,0.0,11616,IR1,CulDSac,Sawyer,Norm,2Story,6,5,1978,1978,HdBoard,HdBoard,BrkCmn,328.0,TA,TA,CBlock,TA,Mn,Rec,438,234,672,TA,672,714,1386,0,0,2,1,3,1,TA,6,1,TA,Attchd,1978.0,Fin,2,440,TA,Y,335,0,GdPrv,4,2010,158900
758,24.0,2280,Reg,Inside,Somerst,Norm,2Story,7,5,1999,1999,MetalSd,MetalSd,BrkFace,360.0,TA,TA,PConc,Gd,No,ALQ,549,195,744,Gd,757,744,1501,0,0,2,1,3,1,TA,6,0,NF,Detchd,1999.0,Unf,2,440,TA,Y,0,0,NF,8,2008,179400
759,65.0,12257,IR1,Inside,NoRidge,Norm,2Story,8,5,1995,1995,VinylSd,VinylSd,BrkFace,513.0,Gd,TA,PConc,Gd,Av,LwQ,56,1198,1318,Ex,1328,1203,2531,0,0,2,1,4,1,Gd,9,1,TA,Attchd,1995.0,RFn,3,752,TA,Y,222,98,NF,11,2007,290000
760,70.0,9100,Reg,Inside,NAmes,Norm,1Story,6,6,1959,1959,Wd Sdng,Wd Sdng,None,0.0,TA,TA,CBlock,TA,No,Rec,612,252,864,Ex,864,0,864,0,0,1,0,2,1,TA,5,0,NF,Detchd,2008.0,Unf,1,300,Ex,Y,0,0,NF,10,2009,127500
761,60.0,6911,Reg,FR2,BrkSide,Feedr,1Story,5,5,1924,1950,Wd Sdng,Wd Sdng,None,0.0,TA,TA,PConc,TA,Mn,LwQ,405,740,1145,TA,1301,0,1301,0,0,1,0,2,1,Fa,5,0,NF,Detchd,1965.0,Unf,2,440,TA,Y,0,0,NF,10,2009,100000
762,72.0,8640,Reg,Inside,Somerst,Norm,2Story,7,5,2009,2009,VinylSd,VinylSd,None,0.0,TA,TA,PConc,Gd,Mn,GLQ,24,732,756,Ex,764,783,1547,0,0,2,1,3,1,Gd,7,0,NF,Attchd,2009.0,Unf,2,614,TA,Y,169,45,NF,6,2010,215200
763,82.0,9430,Reg,Inside,NoRidge,Norm,2Story,8,5,1999,1999,VinylSd,VinylSd,BrkFace,673.0,Gd,TA,PConc,Gd,Mn,GLQ,1163,89,1252,Ex,1268,1097,2365,1,0,2,1,3,1,Gd,8,1,Gd,Attchd,1999.0,RFn,3,856,TA,Y,0,128,NF,7,2009,337000
764,30.0,9549,IR1,CulDSac,Veenker,Norm,1Story,8,5,1995,1996,BrkFace,BrkFace,None,0.0,Gd,Gd,PConc,Gd,Av,LwQ,437,0,1494,Ex,1494,0,1494,1,0,1,1,2,1,Ex,6,1,Gd,Attchd,1995.0,Fin,2,481,TA,Y,0,30,NF,4,2006,270000
765,75.0,14587,IR1,Inside,Somerst,Norm,1Story,9,5,2008,2008,VinylSd,VinylSd,Stone,284.0,Gd,TA,PConc,Gd,No,Unf,0,1498,1498,Ex,1506,0,1506,0,0,2,0,2,1,Ex,6,1,Gd,Attchd,2008.0,Fin,2,592,TA,Y,0,174,NF,8,2008,264132
766,80.0,10421,Reg,Inside,NWAmes,Norm,2Story,7,5,1988,1988,HdBoard,HdBoard,BrkFace,42.0,TA,TA,CBlock,Gd,No,GLQ,394,586,980,TA,980,734,1714,0,0,2,1,3,1,TA,7,1,TA,Attchd,1988.0,Unf,2,496,TA,Y,228,66,MnPrv,3,2010,196500
767,75.0,12508,IR1,Inside,Mitchel,Norm,1.5Fin,6,7,1940,1985,VinylSd,VinylSd,None,0.0,TA,TA,CBlock,Gd,Mn,ALQ,660,323,983,Ex,983,767,1750,1,0,2,0,4,1,TA,7,0,NF,Attchd,1989.0,Unf,1,423,TA,Y,245,0,NF,7,2008,160000
768,70.0,9100,Reg,Inside,CollgCr,Norm,1Story,7,5,2004,2005,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,No,GLQ,24,1836,1860,Ex,1836,0,1836,0,0,2,0,3,1,Gd,8,1,Gd,Attchd,2004.0,Fin,2,484,TA,Y,120,33,NF,10,2006,216837
770,0.0,7252,IR1,CulDSac,Sawyer,Norm,SFoyer,5,5,1982,1982,Wd Sdng,Wd Sdng,None,0.0,TA,TA,CBlock,Gd,Av,GLQ,685,173,858,TA,858,0,858,1,0,1,0,2,1,TA,5,0,NF,Detchd,1983.0,Unf,2,576,TA,Y,120,0,NF,4,2009,134900
771,67.0,8877,Reg,Inside,Edwards,Norm,1Story,4,5,1951,1951,Wd Sdng,Wd Sdng,None,0.0,TA,TA,CBlock,Fa,No,LwQ,836,0,836,TA,1220,0,1220,0,0,1,0,2,1,TA,6,0,NF,Detchd,1951.0,Unf,2,396,TA,Y,0,0,NF,4,2006,102000
772,94.0,7819,Reg,Inside,Edwards,Norm,SLvl,6,5,1976,1976,Plywood,Plywood,None,0.0,TA,TA,CBlock,TA,Av,ALQ,422,480,1029,TA,1117,0,1117,1,0,1,0,3,1,TA,6,1,TA,Detchd,1976.0,Unf,2,672,TA,Y,144,0,MnPrv,3,2010,107000
773,70.0,10150,Reg,Inside,NAmes,Feedr,1Story,5,5,1958,1958,Wd Sdng,Wd Sdng,None,1.0,TA,TA,CBlock,TA,No,Rec,456,456,912,Ex,912,0,912,0,0,1,0,2,1,TA,5,0,NF,Attchd,1958.0,RFn,1,275,TA,Y,0,0,NF,7,2007,114500
774,110.0,14226,Reg,Corner,NridgHt,Norm,1Story,8,5,2006,2006,VinylSd,VinylSd,BrkFace,375.0,Gd,TA,PConc,Gd,Av,Unf,0,1935,1935,Gd,1973,0,1973,0,0,2,0,3,1,Gd,9,1,Gd,Attchd,2006.0,Fin,3,895,TA,Y,315,45,NF,7,2007,395000
775,32.0,4500,Reg,FR2,Mitchel,Norm,1Story,6,5,1998,1998,VinylSd,VinylSd,BrkFace,320.0,TA,TA,PConc,Ex,No,GLQ,866,338,1204,Ex,1204,0,1204,1,0,2,0,2,1,TA,5,0,NF,Attchd,1998.0,Fin,2,412,TA,Y,0,247,NF,6,2009,162000
776,86.0,11210,IR1,Inside,CollgCr,Norm,1Story,7,5,2005,2006,VinylSd,VinylSd,BrkFace,240.0,Gd,TA,PConc,Gd,Av,GLQ,20,1594,1614,Ex,1614,0,1614,0,0,2,0,3,1,Gd,7,0,NF,Attchd,2005.0,RFn,3,865,TA,Y,144,59,NF,7,2006,221500
777,100.0,13350,IR1,Inside,Sawyer,Norm,1Story,5,5,1974,1974,HdBoard,Plywood,None,0.0,TA,TA,CBlock,TA,No,ALQ,762,102,864,TA,894,0,894,1,0,1,0,3,1,TA,5,1,Fa,Attchd,1974.0,Unf,2,440,TA,Y,241,0,MnPrv,6,2006,142500
778,60.0,8400,Reg,Inside,SawyerW,Feedr,1Story,5,5,1977,1977,Plywood,Plywood,BrkFace,320.0,TA,TA,Slab,NB,NB,NB,0,0,0,TA,2020,0,2020,0,0,2,0,4,2,TA,10,2,TA,Detchd,1977.0,Unf,2,630,TA,Y,0,0,NF,10,2007,144000
779,78.0,10530,Reg,Inside,Mitchel,Norm,SFoyer,6,5,1977,1977,Plywood,ImStucc,BrkFace,90.0,TA,TA,CBlock,Gd,Gd,GLQ,975,0,975,TA,1004,0,1004,1,0,1,0,2,1,TA,4,0,NF,Attchd,1977.0,Unf,2,504,TA,Y,0,0,NF,5,2006,135000
780,63.0,7875,Reg,Inside,Gilbert,Norm,1Story,7,5,1995,1996,HdBoard,HdBoard,BrkFace,38.0,TA,TA,PConc,Gd,No,Unf,0,1237,1237,Gd,1253,0,1253,0,0,2,0,3,1,TA,6,1,TA,Attchd,1995.0,Fin,2,402,TA,Y,220,21,NF,6,2007,176000
781,65.0,7153,Reg,Inside,SawyerW,Norm,2Story,6,5,1992,1992,VinylSd,VinylSd,None,0.0,Gd,Gd,PConc,Gd,No,ALQ,387,374,761,Ex,810,793,1603,0,0,2,1,3,1,Gd,7,0,NF,Attchd,1992.0,RFn,2,484,TA,Y,0,124,NF,7,2006,175900
782,67.0,16285,IR2,Inside,CollgCr,Norm,1Story,7,5,2001,2002,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,No,Unf,0,1413,1413,Ex,1430,0,1430,0,0,2,0,3,1,Gd,6,0,NF,Attchd,2001.0,RFn,2,605,TA,Y,0,33,NF,6,2009,187100
783,0.0,9101,IR1,Corner,Mitchel,Norm,SFoyer,5,6,1978,1978,Plywood,Plywood,BrkFace,104.0,TA,Gd,PConc,Gd,Av,GLQ,1097,0,1097,Ex,1110,0,1110,1,0,1,0,1,1,Gd,4,1,TA,Attchd,1978.0,Fin,2,602,TA,Y,303,30,NF,7,2009,165500
785,0.0,9790,Reg,Inside,NWAmes,Feedr,1Story,6,5,1967,1967,BrkFace,Wd Sdng,None,0.0,TA,TA,CBlock,TA,No,Rec,251,491,1372,TA,1342,0,1342,0,0,2,0,3,1,TA,7,1,Gd,Attchd,1967.0,Unf,2,457,TA,Y,0,0,NF,9,2009,161500
786,60.0,10800,Reg,Inside,OldTown,Artery,1.5Fin,5,6,1915,1950,MetalSd,MetalSd,None,0.0,TA,Gd,PConc,Fa,No,LwQ,686,0,686,TA,966,686,1652,1,0,2,0,4,1,TA,7,0,NF,Detchd,1961.0,Unf,1,416,TA,Y,0,0,NF,6,2010,139000
787,76.0,10142,IR1,Inside,SawyerW,Norm,2Story,7,5,2004,2004,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,No,GLQ,656,300,956,Ex,956,1128,2084,1,0,2,1,4,1,Gd,8,0,NF,BuiltIn,2004.0,RFn,2,618,TA,Y,0,45,NF,1,2010,233000
788,50.0,6000,Reg,Corner,OldTown,Norm,1Story,4,7,1954,2000,MetalSd,MetalSd,None,0.0,TA,TA,CBlock,TA,No,Unf,0,901,901,Ex,901,0,901,0,0,1,0,2,1,TA,4,0,NF,Detchd,1954.0,Unf,1,281,TA,Y,0,0,NF,8,2008,107900
789,0.0,12205,IR1,Inside,ClearCr,Norm,2Story,6,8,1966,2007,HdBoard,HdBoard,BrkFace,157.0,TA,TA,CBlock,TA,Gd,LwQ,568,264,832,Gd,976,1111,2087,0,0,2,1,5,1,Gd,9,0,NF,Attchd,1966.0,Fin,2,444,TA,Y,133,168,NF,7,2007,187500
790,43.0,3182,Reg,Inside,Blmngtn,Norm,1Story,7,5,2005,2006,VinylSd,VinylSd,BrkFace,11.0,Gd,TA,PConc,Gd,No,GLQ,16,1129,1145,Ex,1145,0,1145,0,0,2,0,2,1,Gd,5,1,Gd,Attchd,2005.0,Fin,2,397,TA,Y,100,16,NF,9,2009,160200
791,0.0,11333,IR1,Corner,Mitchel,Norm,SLvl,6,5,1976,1976,HdBoard,HdBoard,None,0.0,TA,TA,PConc,Gd,Av,ALQ,539,490,1029,TA,1062,0,1062,1,0,1,0,3,1,TA,5,2,TA,Attchd,1976.0,RFn,2,539,TA,Y,120,0,NF,5,2007,146800
792,92.0,9920,IR1,CulDSac,NoRidge,Norm,2Story,7,5,1996,1997,MetalSd,MetalSd,None,0.0,Gd,TA,PConc,Gd,Av,GLQ,862,255,1117,Ex,1127,886,2013,1,0,2,1,3,1,TA,8,1,TA,Attchd,1997.0,Unf,2,455,TA,Y,180,130,NF,6,2007,269790
793,76.0,9158,Reg,Inside,Somerst,Norm,1Story,8,5,2007,2007,CemntBd,CmentBd,Stone,140.0,Gd,TA,PConc,Gd,Av,Unf,0,1496,1496,Ex,1496,0,1496,0,0,2,0,3,1,Gd,7,0,NF,Attchd,2007.0,Fin,2,474,TA,Y,168,130,NF,6,2007,225000
794,0.0,10832,IR1,Corner,Gilbert,Norm,2Story,7,5,1994,1996,MetalSd,MetalSd,None,0.0,Gd,TA,PConc,Gd,No,Unf,0,712,712,Ex,1086,809,1895,0,0,2,1,3,1,Gd,7,1,TA,Attchd,1994.0,Fin,2,409,TA,Y,143,46,NF,10,2008,194500
795,70.0,8400,Reg,Inside,SawyerW,Norm,2Story,6,6,1980,1981,HdBoard,HdBoard,BrkFace,130.0,TA,TA,CBlock,Gd,No,Unf,0,650,650,TA,888,676,1564,0,0,2,1,3,1,TA,7,1,TA,Attchd,1980.0,Unf,2,476,TA,Y,0,50,MnPrv,4,2010,171000
796,71.0,8197,Reg,Inside,Sawyer,Norm,1Story,6,5,1977,1977,Plywood,Plywood,BrkFace,148.0,TA,TA,CBlock,TA,No,Unf,0,660,660,Ex,1285,0,1285,0,0,1,1,3,1,TA,7,1,TA,Attchd,1977.0,RFn,2,528,TA,Y,138,0,MnPrv,4,2007,143500
797,57.0,7677,Reg,Inside,NAmes,Norm,1Story,5,5,1953,1953,VinylSd,VinylSd,None,0.0,TA,TA,CBlock,TA,No,BLQ,570,203,773,Gd,773,0,773,0,0,1,0,2,1,TA,4,0,NF,Attchd,1953.0,Unf,1,240,TA,Y,0,0,NF,4,2008,110000
799,60.0,7200,Reg,Corner,SWISU,Feedr,1.5Fin,5,7,1937,1950,Wd Sdng,Wd Sdng,BrkFace,252.0,TA,TA,BrkTil,Gd,No,ALQ,569,162,731,Ex,981,787,1768,1,0,1,1,3,1,Gd,7,2,TA,Detchd,1939.0,Unf,1,240,TA,Y,0,0,MnPrv,6,2007,175000
800,79.0,12798,IR1,Inside,ClearCr,Feedr,2Story,6,5,1997,1997,VinylSd,VinylSd,None,0.0,TA,TA,PConc,Gd,Gd,GLQ,462,154,616,Gd,616,1072,1688,1,0,2,1,4,1,Gd,8,0,NF,Attchd,1997.0,RFn,2,603,TA,Y,403,114,NF,5,2008,200000
801,40.0,4800,Reg,Inside,IDOTRR,Norm,1Story,4,7,1916,1990,MetalSd,MetalSd,None,0.0,TA,TA,CBlock,TA,No,LwQ,197,999,1196,Ex,1196,0,1196,1,0,1,0,2,1,TA,5,0,NF,Detchd,1957.0,Unf,2,440,TA,Y,0,0,NF,7,2007,109900
802,63.0,8199,Reg,Inside,CollgCr,Norm,2Story,7,5,2005,2005,WdShing,Wd Shng,None,0.0,Gd,TA,PConc,Gd,Av,GLQ,648,80,728,Ex,728,728,1456,1,0,2,1,3,1,Gd,7,1,Gd,Attchd,2005.0,Fin,2,410,TA,Y,36,18,NF,10,2008,189000
803,107.0,13891,Reg,Inside,NridgHt,Norm,2Story,9,5,2008,2009,VinylSd,VinylSd,Stone,424.0,Ex,TA,PConc,Ex,Gd,Unf,0,1734,1734,Ex,1734,1088,2822,0,0,3,1,4,1,Ex,12,1,Gd,BuiltIn,2009.0,RFn,3,1020,TA,Y,52,170,NF,1,2009,582933
804,75.0,9000,Reg,Inside,NAmes,Norm,1Story,5,5,1954,1954,Wd Sdng,Wd Sdng,None,0.0,TA,TA,CBlock,TA,No,LwQ,812,124,936,TA,1128,0,1128,0,0,1,0,2,1,TA,5,0,NF,Attchd,1954.0,Unf,1,286,TA,Y,0,0,GdWo,6,2006,118000
805,91.0,12274,IR1,FR2,Somerst,Norm,1Story,7,5,2008,2008,VinylSd,VinylSd,Stone,256.0,Gd,TA,PConc,Gd,No,Unf,0,1417,1417,Ex,1428,0,1428,0,0,2,0,3,1,Ex,6,0,NF,Attchd,2008.0,RFn,2,554,TA,Y,0,60,NF,7,2008,227680
806,75.0,9750,Reg,Inside,NAmes,Norm,SLvl,5,5,1967,1967,VinylSd,VinylSd,None,0.0,TA,TA,PConc,TA,Av,ALQ,400,100,980,Gd,980,0,980,0,0,2,0,3,1,TA,6,0,NF,Attchd,1967.0,Fin,1,384,TA,Y,68,0,NF,10,2006,135500
809,90.0,8100,Reg,Corner,OldTown,Norm,2.5Unf,5,5,1898,1965,AsbShng,AsbShng,None,0.0,TA,TA,PConc,TA,No,Unf,0,849,849,TA,1075,1063,2138,0,0,2,0,2,3,TA,11,0,NF,Detchd,1910.0,Unf,2,360,Po,N,40,156,MnPrv,11,2009,106000
810,78.0,10140,Reg,Inside,NWAmes,Norm,1Story,6,6,1974,1999,HdBoard,HdBoard,BrkFace,99.0,TA,TA,CBlock,TA,No,ALQ,663,0,1040,Fa,1309,0,1309,1,0,1,1,3,1,Gd,5,1,Fa,Attchd,1974.0,RFn,2,484,TA,Y,265,0,GdPrv,1,2006,181000
811,0.0,4438,Reg,Inside,CollgCr,Norm,1Story,6,5,2004,2004,VinylSd,VinylSd,BrkFace,169.0,Gd,TA,PConc,Gd,Gd,GLQ,662,186,848,Ex,848,0,848,1,0,1,0,1,1,Gd,4,1,Gd,Attchd,2004.0,Fin,2,420,TA,Y,140,0,NF,6,2008,144500
812,66.0,8712,Reg,Inside,IDOTRR,Norm,1Story,5,5,1952,1952,Wd Sdng,Wd Sdng,None,0.0,Fa,TA,CBlock,TA,Av,Unf,0,540,540,TA,1044,0,1044,0,0,1,0,2,1,Fa,4,0,NF,Basment,1952.0,Unf,2,504,TA,N,0,0,NF,6,2010,55993
813,75.0,9750,Reg,Inside,NAmes,Norm,1Story,6,6,1958,1958,MetalSd,MetalSd,BrkFace,243.0,TA,TA,CBlock,TA,No,Rec,608,834,1442,Gd,1442,0,1442,0,0,1,1,4,1,TA,7,0,NF,Attchd,1958.0,RFn,1,301,TA,Y,0,0,NF,4,2007,157900
814,45.0,8248,Reg,Inside,Edwards,Norm,1.5Fin,5,7,1918,1950,Stucco,Stucco,None,0.0,TA,TA,BrkTil,TA,No,Unf,0,686,686,Gd,686,564,1250,0,1,1,1,3,1,Fa,7,0,NF,Detchd,1955.0,Unf,1,280,TA,P,207,0,NF,7,2006,116000
815,48.0,12137,IR2,CulDSac,CollgCr,Norm,1Story,7,5,1998,1998,VinylSd,VinylSd,BrkFace,442.0,TA,TA,PConc,Gd,No,Unf,0,1649,1649,Ex,1661,0,1661,0,0,2,0,3,1,Gd,6,0,NF,Attchd,1998.0,RFn,2,598,TA,Y,0,34,NF,5,2010,224900
816,0.0,11425,IR1,Corner,NAmes,Norm,1Story,5,6,1954,1954,BrkFace,BrkFace,None,0.0,TA,TA,CBlock,TA,No,BLQ,486,522,1008,Gd,1008,0,1008,0,0,1,0,2,1,TA,4,1,Gd,Attchd,1954.0,RFn,1,275,TA,Y,0,0,NF,7,2006,137000
817,0.0,13265,IR1,CulDSac,Mitchel,Norm,1Story,8,5,2002,2002,CemntBd,CmentBd,BrkFace,148.0,Gd,TA,PConc,Gd,No,GLQ,1218,350,1568,Ex,1689,0,1689,1,0,2,0,3,1,Gd,7,2,Gd,Attchd,2002.0,RFn,3,857,TA,Y,150,59,NF,7,2008,271000
818,80.0,8816,Reg,Inside,ClearCr,Norm,SLvl,6,7,1971,1971,HdBoard,HdBoard,BrkFace,80.0,TA,TA,CBlock,TA,Av,GLQ,504,506,1010,Gd,1052,0,1052,1,0,1,0,3,1,TA,6,0,NF,Attchd,1971.0,Unf,2,440,TA,Y,0,0,MnPrv,6,2010,155000
819,44.0,6371,IR1,Inside,NridgHt,Norm,1Story,7,5,2009,2010,VinylSd,VinylSd,Stone,128.0,Gd,TA,PConc,Gd,Mn,GLQ,733,625,1358,Ex,1358,0,1358,1,0,2,0,2,1,Gd,6,1,Gd,Attchd,2010.0,RFn,2,484,TA,Y,192,35,NF,6,2010,224000
820,72.0,7226,IR1,CulDSac,CollgCr,Norm,2Story,7,5,2003,2003,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,No,Unf,0,798,798,Ex,798,842,1640,0,0,2,1,3,1,Gd,6,0,NF,Attchd,2003.0,RFn,2,595,TA,Y,0,45,NF,6,2008,183000
821,60.0,6000,Reg,Inside,OldTown,Norm,1Story,4,4,1953,1953,MetalSd,MetalSd,None,0.0,Fa,TA,CBlock,Fa,No,Unf,0,936,936,TA,936,0,936,0,0,1,0,2,1,TA,4,0,NF,Detchd,1974.0,Unf,2,576,TA,Y,0,32,NF,2,2009,93000
822,0.0,12394,IR1,Corner,Gilbert,Norm,2Story,7,5,2003,2003,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,Gd,Unf,0,847,847,Ex,847,886,1733,0,0,2,1,3,1,Gd,7,1,Gd,BuiltIn,2003.0,Fin,2,433,TA,Y,100,48,NF,10,2007,225000
823,60.0,9900,Reg,Inside,SWISU,Norm,1.5Fin,6,7,1940,1950,VinylSd,VinylSd,None,0.0,TA,TA,BrkTil,TA,No,Unf,0,778,778,TA,944,545,1489,0,0,2,0,3,1,TA,7,1,Gd,Detchd,1940.0,Unf,1,240,TA,Y,335,0,GdWo,7,2009,139500
824,81.0,11216,Reg,Inside,Somerst,Norm,1Story,8,5,2006,2006,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,No,Unf,0,1489,1489,Ex,1489,0,1489,0,0,2,0,3,1,Gd,7,1,Gd,Attchd,2006.0,RFn,2,776,TA,Y,0,140,NF,6,2006,232600
826,50.0,6130,Reg,Inside,BrkSide,Norm,1.5Unf,5,6,1924,1950,MetalSd,MetalSd,None,0.0,TA,TA,BrkTil,TA,No,ALQ,784,0,784,Gd,784,0,784,1,0,1,0,2,1,Gd,5,0,NF,NG,1978.3685393258427,NG,0,0,NG,Y,0,0,NF,5,2008,109500
827,65.0,8529,IR1,Inside,SawyerW,Norm,1Story,7,5,2001,2001,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,No,GLQ,20,1434,1454,Ex,1434,0,1434,0,0,2,0,3,1,Gd,6,1,TA,Attchd,2001.0,RFn,2,527,TA,Y,290,39,NF,4,2009,189000
828,0.0,28698,IR2,CulDSac,ClearCr,Norm,2Story,5,5,1967,1967,Plywood,Plywood,None,0.0,TA,TA,PConc,TA,Gd,LwQ,249,0,1013,TA,1160,966,2126,0,1,2,1,3,1,TA,7,0,NF,Attchd,1967.0,Fin,2,538,TA,Y,486,0,NF,6,2009,185000
829,24.0,2544,Reg,Inside,Somerst,Norm,2Story,7,5,2005,2005,MetalSd,MetalSd,None,0.0,Gd,TA,PConc,Gd,No,Unf,0,600,600,Ex,520,623,1223,0,0,2,1,2,1,Gd,4,0,NF,Detchd,2005.0,RFn,2,480,TA,Y,0,166,NF,7,2006,147400
830,80.0,11900,IR1,Corner,NAmes,Norm,1Story,6,5,1957,1957,HdBoard,HdBoard,BrkFace,387.0,TA,TA,CBlock,TA,No,Rec,1040,352,1392,TA,1392,0,1392,1,0,1,1,3,1,TA,6,2,Gd,Attchd,1957.0,RFn,2,458,TA,Y,0,0,NF,6,2008,166000
831,30.0,3180,Reg,Inside,Somerst,Norm,2Story,7,5,2005,2005,MetalSd,MetalSd,None,0.0,TA,TA,PConc,Gd,No,Unf,0,600,600,Ex,520,600,1200,0,0,2,1,2,1,Gd,4,0,NF,Detchd,2005.0,RFn,2,480,TA,Y,0,166,NF,6,2006,151000
832,44.0,9548,IR1,CulDSac,CollgCr,Norm,2Story,7,6,2003,2003,VinylSd,VinylSd,BrkFace,223.0,Gd,TA,PConc,Gd,No,GLQ,483,458,941,Ex,941,888,1829,1,0,2,1,3,1,Gd,7,1,TA,Attchd,2003.0,RFn,2,613,TA,Y,192,39,NF,1,2010,237000
833,100.0,10004,Reg,Inside,NAmes,Norm,1Story,6,6,1964,1964,HdBoard,Plywood,BrkFace,180.0,TA,TA,CBlock,TA,No,Rec,196,975,1516,TA,1516,0,1516,0,0,1,1,3,1,TA,6,0,NF,Attchd,1964.0,RFn,2,472,TA,Y,0,0,NF,2,2009,167000
834,75.0,7875,Reg,Inside,NAmes,Norm,1Story,5,6,1961,1961,VinylSd,VinylSd,BrkFace,136.0,TA,TA,CBlock,TA,No,Rec,572,572,1144,Gd,1144,0,1144,1,0,1,0,3,1,TA,6,0,NF,Attchd,1961.0,Unf,2,456,TA,Y,0,0,GdWo,9,2008,139950
835,60.0,9600,Reg,Inside,Sawyer,Norm,1Story,4,7,1950,1995,VinylSd,HdBoard,None,0.0,TA,TA,CBlock,Gd,No,BLQ,442,625,1067,TA,1067,0,1067,0,0,2,0,2,1,Gd,4,0,NF,Attchd,1996.0,Unf,2,436,TA,Y,290,0,NF,2,2010,128000
836,90.0,8100,Reg,Inside,OldTown,Norm,1Story,5,6,1948,1973,VinylSd,VinylSd,None,0.0,TA,TA,BrkTil,TA,No,Rec,338,1221,1559,Gd,1559,0,1559,1,0,1,0,2,1,TA,5,0,NF,Detchd,1948.0,Unf,2,812,TA,Y,0,116,GdWo,6,2007,153500
837,21.0,1680,Reg,Inside,BrDale,Norm,2Story,6,5,1973,1973,HdBoard,HdBoard,BrkFace,158.0,TA,TA,CBlock,TA,No,BLQ,330,153,483,TA,483,504,987,1,0,1,1,2,1,TA,5,0,NF,Detchd,1973.0,Unf,1,264,TA,Y,0,0,NF,11,2008,100000
838,75.0,9525,Reg,Inside,CollgCr,Norm,1Story,5,6,1995,2006,VinylSd,VinylSd,None,0.0,TA,TA,PConc,Gd,No,Unf,0,1099,1099,Ex,1099,0,1099,0,0,1,1,3,1,Gd,6,0,NF,Attchd,1999.0,Unf,1,352,TA,Y,278,0,NF,6,2008,144000
839,70.0,11767,Reg,Inside,Edwards,Norm,1.5Fin,5,6,1946,1995,MetalSd,MetalSd,None,0.0,TA,TA,CBlock,TA,No,BLQ,352,416,768,Ex,768,432,1200,0,0,1,0,3,1,TA,6,0,NF,Detchd,1946.0,Unf,1,240,TA,Y,0,0,NF,5,2008,130500
840,0.0,12155,IR1,Inside,SWISU,Norm,2Story,6,8,1925,1950,Wd Sdng,Wd Sdng,None,0.0,TA,TA,BrkTil,TA,No,BLQ,156,516,672,TA,810,672,1482,0,0,2,0,4,1,Fa,7,0,NF,Detchd,1934.0,Unf,1,400,TA,P,0,0,NF,3,2008,140000
841,60.0,10440,Reg,Inside,OldTown,Norm,2Story,5,8,1904,2002,MetalSd,MetalSd,None,0.0,TA,TA,PConc,TA,No,Unf,0,650,650,Gd,958,581,1539,0,0,2,0,3,1,Gd,8,1,Po,Detchd,1983.0,Unf,2,686,TA,P,70,78,NF,6,2008,157500
842,82.0,9020,Reg,Inside,NAmes,Norm,SLvl,6,7,1966,1966,HdBoard,HdBoard,BrkFace,183.0,TA,TA,CBlock,TA,Gd,Rec,312,276,1127,TA,1165,0,1165,1,0,1,1,3,1,TA,6,0,NF,Attchd,1966.0,RFn,2,490,Gd,Y,0,129,GdPrv,5,2008,174900
843,80.0,8000,Reg,Corner,NAmes,Artery,1Story,5,4,1961,1961,BrkFace,BrkFace,None,0.0,TA,TA,CBlock,TA,No,Unf,0,1800,1800,Ex,1800,0,1800,0,0,2,0,6,2,TA,10,0,NF,NG,1978.3685393258427,NG,0,0,NG,Y,0,0,NF,7,2007,141000
